"ELEV_MAX","ELEV_MEAN","ELEV_STD","SLOPE_MAX","SLOPE_MEAN","SLOPE_STD","TCI_MEAN","TCI_STD","SURFratio_MEAN","SURFratio_STD","TA","NP","PD","LPI","ED","FRAC_AM","FRAC_SD","PARA_AM","PARA_SD","IJI","COHESION","PR","PRD","SIEI","PLADJ","ENN_AM","ENN_SD","eucalipto_AREA_perc","flnatural_AREA_perc","matosa_AREA_perc","matosb_AREA_perc","outfolhosas_AREA_perc","pinheiro_AREA_perc","urbano_AREA_perc","DensRoadAll","DensRoad6Less","DensRoad6Plus","RoadAreaPerc","Area_06","PopRes91","PopRes01","PopResTrab91","PopResTrab01","PopAct91","PopAct01","PopResQualSec91","Analf91","Analf01","PropPopRes3C01","DensPop91","DensPop01","PropIdosos91","PropIdosos01","IDepIdosos91","IDepIdosos01","PropPopResTrab91","PropPopResTrab01","PropPopResSubTmp91","PropPopResSubTmp01","PropPopResPensRef91","PropPopResPensRef01","bio2","bio1","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","TotalBurntArea"
392,128.546,80.0235,39.3009,11.4081,8.95864,3.85084,1.9835,1.01303,0.017276,489.4,67,13.6902,15.895,105.0879,1.1234,0.0493,235.3903,845.3091,66.737,97.8249,19,3.8823,1.0556,94.1152,215.3898,416.9115,9.545330403,0,1.747335919,1.538061966,0,28.5364337,17.02636628,1414.484787,648.7997538,765.685033,1.006029619,489.88,1555,1691,595,721,643,779,142,141,132,24.7,317.3,345.1,11.6,15.1,53.4,47.6,38.3,42.6,1.4,2.4,17.9,20.3,79.167,142.333,43,3724.17,241.833,59.667,182.167,95.667,189,190.333,95.667,1292.67,178.167,15.667,52,518.833,85.333,108.333,518.833,411
480,220.445,81.1343,36.5034,8.88009,6.65327,3.9909,1.98044,1.00914,0.0113018,4053.15,444,10.9544,16.3197,111.2197,1.1565,0.0483,231.1684,644.1769,72.1582,98.1923,40,0.9869,1.0256,94.2208,186.1017,539.8338,1.182997956,6.42314452,0.88197817,17.28289907,0.243169078,19.78714837,7.762045232,605.135266,336.6270841,268.5081819,0.547966537,4057.01,4075,4342,1679,1968,1720,2060,300,629,463,20.3,101.3,108,13.4,15.4,54.8,49.5,41.2,45.3,1.1,1.5,17.8,18.7,72.339,148.919,40.871,3567.19,244.161,69.484,174.677,111.597,192.226,195.016,103.581,804.516,121.871,5.613,59.452,344.097,40.452,44.952,332.355,3611
1318,752.726,261.111,50.8976,22.2447,10.1933,2.95975,1.66496,1.03506,0.0270685,1193.54,133,11.1433,31.5741,99.7453,1.1635,0.0602,219.1296,1223.2134,66.6643,98.5687,15,1.2568,1.0714,94.5218,165.5027,270.0316,0.046750882,0,1.75315807,34.88367141,11.20434974,21.63814477,6.700403177,957.1945318,575.7502846,381.4442472,0.765602799,1194.18,2559,2557,894,1120,955,1145,280,215,228,29.7,214.3,214.2,9.8,13.9,46.3,43.7,34.9,43.8,1.3,1.2,14.6,18.8,101.556,123.778,39.611,5276.61,270.889,18.056,252.833,63.056,192.722,193.167,58.722,1272.22,187.167,15.556,54.333,515.278,88.5,92.556,513.889,1226
73,19.5566,19.1059,10.9101,2.87419,2.1273,5.46778,2.50086,1.00147,0.00152255,405.2,64,15.7947,26.5128,114.0424,1.1408,0.0478,254.4423,605.4154,66.7235,98.0721,13,3.2083,1.0833,93.6389,112.9335,299.1167,0,0,1.56794752,6.757632972,10.190432,20.91087443,10.22723828,1081.345385,388.2843378,693.0610476,0.791251727,405.59,1508,1396,656,592,729,649,145,100,69,29.2,371.4,343.8,11.1,15.4,50.8,40.3,43.5,42.4,1.6,3.1,17.4,21.5,76.4,144,43,3583.6,239,63.8,175.2,99.4,189,190,99.4,1268,178,14.4,52.8,510.4,80.8,105.8,510.4,235
870,706.852,76.275,30.299,10.431,4.75682,4.00645,2.05414,1.00875,0.00719385,1383.33,194,14.0241,15.201,113.8412,1.1512,0.0578,253.0849,1083.7327,66.0362,97.9411,23,1.6627,1.0455,93.6729,226.4343,833.437,0,2.092827903,3.908822904,7.093122198,0.625757706,50.52416739,0.775708861,505.1568317,392.7677501,112.3890816,0.326744079,1383.85,262,204,75,54,74,61,7,51,26,10.3,18.9,14.7,30.2,30.9,87.1,82.1,28.6,26.5,0.4,0,34.7,37.3,96.864,125.636,37.091,5640.36,276.455,18.273,258.182,56.227,199.955,200.045,56.227,1082.82,162.591,11.727,54.727,438.682,72.682,73.182,438.682,8444
527,336.387,55.677,39.3688,10.4242,6.00258,3.60764,1.8067,1.01078,0.0110929,2523.53,575,22.7855,9.7058,150.3648,1.1782,0.0531,317.2065,664.7804,61.9441,97.9391,30,1.1888,1.0345,92.0698,93.1441,469.8634,0.3216296,15.96362796,0.794614305,19.89964902,0.103268327,19.51258987,2.426017385,353.2386951,254.8851227,98.35357233,0.232025678,2525.48,1242,1006,338,339,357,359,49,308,221,10.8,49.2,39.8,23.8,30.8,60.5,67.1,27.2,33.7,1.1,1.3,28.3,35.5,93,147.086,41.6,4313.43,273.2,52.114,221.086,92.914,201.171,203.657,92.914,1014.91,146.229,10.2,54.4,412.429,65.6,67.286,412.429,1958
704,492.321,121.467,58.3698,21.4329,11.7065,3.14838,2.26153,1.04008,0.0349323,868.11,153,17.6245,13.9303,123.1065,1.1512,0.0687,269.7124,1322.0056,63.685,97.899,22,2.5342,1.0476,93.2572,149.7487,326.7626,0,0.292836744,0.364036266,10.90615905,4.053779241,28.67733009,4.942624888,1008.171231,479.2550177,528.9162129,0.712709456,868.42,1069,1189,348,487,391,577,118,119,99,30.6,123.2,137,15.1,18.4,55.6,52.8,32.6,41,0.7,0.8,20.6,22,108,135.417,40,5504.08,289.833,23.833,266,76.333,207.167,207.25,66.583,1097.58,164.583,11.833,55.083,445.5,72.5,73.25,444.5,1059
629,318.811,111.69,48.1407,19.4222,10.1992,3.29027,2.47549,1.03183,0.0252883,557.33,84,15.0719,11.3523,98.6489,1.1269,0.0514,233.255,1201.7566,76.0126,97.8605,14,2.512,1.0769,94.1686,264.1481,443.7171,0.14118454,0,17.36748561,13.8843379,7.041355558,20.68800303,4.139030323,771.3517726,245.7617772,525.5899954,0.797398072,557.62,700,829,245,333,253,338,19,124,91,11.2,125.4,148.6,13.1,11.2,78.6,54.4,35,40.2,1.9,0.6,18.7,15.1,102,140.1,41,4969.3,279.1,34.1,245,82.5,204,204.6,77.6,1158.2,158.6,14.3,51.4,456.6,80.7,91.9,455.3,2414
1405,751.028,378.283,79.2346,27.2905,14.1232,2.86679,1.97182,1.05879,0.049539,4168.96,200,4.7974,33.4777,67.0215,1.1838,0.052,145.2497,817.0633,56.2574,99.2951,17,0.4078,1.0625,96.3688,90.9883,456.6794,0,15.80396149,1.787321526,62.18909695,0.097637839,9.315938993,1.476742482,663.3146477,104.010023,559.3046246,0.510788246,4172.17,726,574,314,159,338,142,5,253,209,4.7,17.4,13.8,26.6,37.8,70.4,80.5,43.3,27.7,0.3,1,35.8,48.4,82.969,112.523,39.062,4423.15,232.8,23.123,209.677,65.862,170.246,171.215,59.062,1522.06,217.569,28.769,48.8,598.769,129.554,139.169,595.338,6776
104,52.006,26.8741,13.9788,3.6986,2.12444,4.70821,1.86078,1.0016,0.00168537,2674.24,197,7.3666,17.1394,81.0997,1.1493,0.0545,174.5468,1068.1425,66.8639,98.6917,25,0.9348,1.0417,95.6363,230.6727,656.3996,0,0.131073237,1.592187079,3.168779043,0.10730925,0.2810834,6.449323083,817.3977423,553.6392461,263.7584962,0.779760175,2680.47,2417,3630,1158,1887,1202,2005,454,229,308,33.1,96.5,144.9,14.4,15.6,50.1,45.5,47.9,52,1.2,1.7,14.9,16.4,91.2,169.6,42.9,4120.6,288.025,77,211.025,128.95,221.575,225.65,120.1,504.125,84.9,1,69.925,243.925,16.025,17.925,230.025,0
718,475.526,92.0919,39.2798,11.1748,7.9483,3.81247,1.95208,1.01172,0.0154431,934.63,75,8.0246,20.5568,90.3566,1.1605,0.0491,198.9236,888.5416,71.1091,98.8088,13,1.3909,1.0833,95.0269,238.8943,321.8622,0,2.777529249,10.75812596,21.13866155,0,23.35620506,0.989841453,502.590428,401.4790967,101.1113312,0.427383563,935.16,493,517,171,165,177,179,50,69,52,19.5,52.7,55.3,15,16.1,57,48.6,34.7,31.9,0.2,1.9,26.2,23.8,103.067,132.867,39,5463.87,281.467,20.667,260.8,66.133,204.333,204.333,64.933,968,129,15.267,49,375.867,76,76,375.867,2449
122,68.9907,15.6259,10.0141,2.10948,1.41438,5.47888,2.13954,1.00105,0.00100672,4172.46,604,14.4759,25.1851,112.8639,1.1995,0.049,236.9825,648.8173,62.5003,98.9848,33,0.7909,1.0313,94.0754,139.9227,563.5059,4.833300232,0,1.009559161,1.361570228,1.299128184,38.18092688,4.432193512,1054.357374,627.6149906,426.7423831,0.719888859,4176.09,6322,7066,2769,3221,2888,3473,925,508,467,37.6,151.4,169.2,14.2,16.2,51,46.6,43.8,45.6,1.1,1.6,16.7,18.3,88.714,153.111,44.191,3767.02,259.286,60.889,198.397,111.095,198.365,200.333,103.19,979.524,137.032,10.714,53,393.143,64.952,71.825,389.794,73
77,44.0524,13.4951,15.1791,3.56795,2.44193,5.05098,2.5774,1.00243,0.00275412,644.42,194,30.1046,17.4219,172.1238,1.1515,0.0605,366.7484,959.1518,69.1128,96.9373,23,3.5691,1.0455,90.8313,87.4496,172.957,12.65976029,0.957201387,1.880437564,1.04520216,4.145299557,35.07988698,11.81371777,1025.966266,534.8296895,491.1365765,1.04921906,644.88,1135,1236,512,583,523,616,90,74,97,22.5,176,191.6,14.4,20.5,48.4,58.7,45.1,47.2,1.1,1.3,18.9,22.7,92.875,155,44,4014.5,268,58.25,209.75,110,203.875,205.625,102,986.75,137.25,10.625,52.375,394.875,66,74,390.125,0
702,331.415,144.782,67.5176,30.3895,12.8403,3.02616,3.17926,1.06709,0.0412586,1084.99,108,9.954,21.6297,102.5724,1.166,0.0548,227.1726,1053.6016,56.5856,98.6739,23,2.1198,1.0455,94.3207,372.4053,676.5794,0,1.833538804,5.316068941,4.338242788,3.816735507,17.17025998,2.623144899,1411.702882,383.7243275,1027.978555,1.070183107,1085.79,1440,1195,540,483,575,541,51,233,176,12.9,135,112,11.9,17,55.8,50.5,37.5,40.4,1.3,2.4,16.9,21.2,106.5,142.563,40.813,5259.75,290.375,32.688,257.688,76.688,210.438,210.938,76.25,1103,163.375,10.938,54.625,443.75,70.75,76.563,443.75,875
130,62.7882,26.4364,22.468,2.86833,2.25239,5.13992,2.28737,1.00138,0.00194866,24248.4,1162,4.7921,13.3336,63.511,1.1481,0.0596,131.7893,1225.1047,71.0522,99.0665,66,0.2722,1.0154,96.7053,609.9753,1512.7495,7.407475249,15.42991612,1.08622738,2.064922925,0.562594095,44.17786742,1.226527307,349.0274296,133.4799446,215.547485,0.25292219,24267.81,10228,9221,4591,4013,4947,4477,926,1882,1446,26.7,41.7,37.6,16.4,22.4,48.1,54.9,44.9,43.5,2.1,2.7,21,25.9,89.033,168.226,40.51,4423.89,294.092,76.981,217.111,121.635,223.309,227.379,113.978,662.95,96.983,4,60.145,283.092,31.396,33.685,279.373,33863
965,536.544,154.966,61.3723,24.6669,11.3169,2.80166,1.70233,1.04457,0.030722,1491.41,122,8.1802,13.1413,83.8401,1.1481,0.0524,183.7456,1017.3968,62.6742,98.5939,26,1.7433,1.04,95.4064,217.5686,599.8776,13.17391109,25.60716603,0,26.22337588,0,2.84085457,1.214354933,63.78242073,42.94234784,20.84007289,0.065146163,1491.98,379,314,145,116,149,132,13,89,67,12.7,25.4,21,23.7,31.2,70,71.6,38.3,36.9,2.4,0.3,33.5,28.7,106.333,131.375,38.583,5745.25,289.292,16.833,272.458,60.25,207,207,59.667,816.125,115.167,11.292,50.125,321.875,62.125,62.125,321.875,3086
57,29.9692,11.0582,9.99062,2.95867,1.82167,4.8835,1.78518,1.00188,0.00179241,805.91,108,13.401,25.6282,118.1522,1.1844,0.0531,257.1007,1054.7367,57.4977,98.6538,14,1.7372,1.0769,93.5725,111.4288,314.8639,4.623000234,0,0.412084889,1.597754284,0,40.16840635,8.207151736,1403.765612,685.8150891,717.9505234,1.262687481,806.66,1881,2033,926,943,882,1021,101,196,171,16.3,233.1,251.9,11.1,12.4,53.9,46.2,49.2,46.4,0.8,2.2,14.6,15.1,80.615,144.077,44.077,3628.54,240.692,60.154,180.538,98.539,189.154,190.769,98.539,1240.62,171.385,14.769,52,495.923,82.077,103,495.923,21
517,373.82,61.5712,34.89,9.78424,4.71144,3.67292,1.94189,1.0097,0.00759812,1736.32,332,19.1209,10.7094,148.4634,1.1632,0.0525,313.5021,839.2664,60.2198,97.596,24,1.3822,1.0435,92.1624,135.716,340.2368,2.7459716,0.128493344,8.84539003,6.448186078,2.230277331,41.01289565,2.45341979,882.0473766,505.5271573,376.5202193,0.768860952,1737.21,1288,1196,439,458,446,483,48,224,160,13.5,74.2,68.9,25.1,22.6,76,62.7,34.1,38.3,0.2,1.3,34,26.9,98.308,146.038,39.231,5103.15,289.346,41.539,247.808,82.692,211.846,213.269,82.692,1075.31,157.962,10.385,54.692,435.462,69.808,71,435.462,238
216,114.227,51.2371,30.6823,12.0878,6.82074,3.22431,1.54189,1.0135,0.0127254,329.05,58,17.6265,24.3884,100.8357,1.1153,0.0373,236.1343,619.515,70.4783,97.7737,18,5.4703,1.0588,94.0966,194.9223,434.7245,22.29831093,0,0.495652344,0.160180331,0,37.41268514,8.311243569,1357.851505,334.7082732,1023.143231,1.567294113,329.38,748,838,361,405,373,422,37,67,50,16.5,227.4,254.7,8.6,8.9,43.3,45.2,48.3,48.3,0.9,1.6,13.8,16.3,85,141.4,43.2,3901,246.8,53,193.8,92.2,190.2,191.4,92.2,1271.8,172.4,15.8,51.4,506,86,105.8,506,227
835,782.58,26.2217,21.0483,6.8033,3.32859,4.26334,2.2202,1.00495,0.00384119,843.13,130,15.4187,22.05,134.4277,1.1888,0.0554,290.1332,1035.6064,65.41,98.6127,18,2.1349,1.0588,92.7467,141.4881,431.0465,0,8.08807723,9.442590822,7.040870387,2.472637376,29.57591064,11.2450631,1135.119159,410.5964513,724.5227073,0.829815291,865.26,1175,1411,478,562,498,628,181,87,80,35.8,135.8,163.1,13.3,17.8,58.8,58.5,40.7,39.8,0.1,1.4,15.1,19.3,92.714,120.857,37.5,5279.29,263,19.143,243.857,56.5,190.857,190.857,56.5,1319.07,200.5,14.071,55.929,538.857,86.357,86.571,538.857,1856
90,64.9465,12.0339,15.4808,4.29402,2.45947,4.53233,1.80927,1.00304,0.00306944,377.99,76,20.1064,18.2783,133.6014,1.1523,0.0562,296.3041,1057.561,55.7604,97.8833,14,3.7038,1.0769,92.5924,111.1093,296.6515,10.24606968,0,0,1.139036757,0.981202565,18.8901223,21.30235487,1273.83344,657.4252319,616.4082076,1.511409506,378.37,2269,2579,1130,1309,1170,1409,254,128,136,28.8,600.3,682.3,10.8,13.2,42,41.3,49.8,50.8,1.8,3.4,12.2,16.1,85.167,143.167,45,3705.17,242.167,54.5,187.667,99.167,188.667,190.5,95.833,1226.67,166.833,15,51.167,485.833,83.833,101.5,485.5,0
675,492.897,45.4594,35.0295,5.88537,3.85476,4.40508,2.14487,1.00328,0.00482611,3901.01,526,13.4837,13.4996,124.2653,1.1657,0.046,257.8666,712.9523,62.7982,98.3398,33,0.8459,1.0313,93.5533,162.3945,565.6021,0.106840189,5.064940617,3.398693751,8.111163985,0.551070447,11.6729296,1.661390493,554.7545018,246.0859123,308.6685895,0.395434717,3902.86,2126,2240,821,899,851,960,153,402,319,20.4,54.5,57.4,20,22.6,60.7,61.8,38.6,40.1,1.2,1.2,25.9,26.1,93.933,142.617,35.667,5769.2,295.117,35.3,259.817,72.35,218.917,219.1,72.35,954.367,140.8,8.5,54.7,383.817,60.783,61.1,383.817,1338
566,411.945,65.6224,40.2057,15.0686,7.49104,3.15153,1.44034,1.02121,0.0161048,710.6,106,14.917,9.765,117.2249,1.1387,0.0472,258.0918,912.4156,74.6423,97.7639,22,3.096,1.0476,93.5477,201.6721,382.639,20.98966243,0.50142127,0.124655008,3.477734673,2.13594256,25.50385447,6.309784415,1561.800511,1155.032219,406.7682927,1.02144202,711.15,1837,2505,961,1276,963,1330,92,173,205,11.4,258.4,352.3,7.3,8.5,57.4,49.2,52.3,50.9,0.7,2,11.3,10.7,96.182,134.273,42,4551.45,260.455,34.455,226,84.273,192.273,193.364,76.727,1287.64,177.273,16.182,51.909,513.727,89.182,102.182,508.818,659
374,221.822,40.2546,30.5164,11.2558,6.06297,3.48455,1.92418,1.01396,0.0114484,2116.84,362,17.101,8.4243,142.6324,1.1731,0.052,300.1172,840.9977,69.3477,97.903,28,1.3227,1.037,92.4971,204.9112,486.7651,5.965425503,0.253648013,0.330212136,2.332152569,0.310953676,35.00624417,4.937681329,1018.196788,678.4565623,339.7402254,0.680617357,2118.71,2031,2159,730,754,746,813,108,290,221,16.3,95.4,101.4,19,24.1,60.2,62.9,35.9,34.9,1.5,0.6,22.9,27.9,86.618,153.588,41.118,4113.44,270.824,63.441,207.382,109.441,204.794,207.529,101.853,871.412,127.206,7.353,56.677,359.853,50.441,53.5,357.588,0
385,119.326,69.3169,33.8291,9.4647,6.956,4.04361,2.1103,1.00959,0.0113606,1244.33,93,7.4739,30.4284,78.709,1.1357,0.0503,173.732,809.4076,65.0662,98.6025,16,1.2858,1.0667,95.6567,147.1361,381.7019,20.70653073,0.004794658,0.147835296,0,0.376380672,33.44034391,5.027199167,705.4849435,580.6947953,124.7901483,0.450451612,1245.51,2100,1970,925,874,942,897,90,177,178,16,168.5,158.1,9.2,13,56,49.1,44,44.4,1,1.5,13.5,17.5,80.632,141.474,43.474,3708.47,240.684,57.474,183.211,94.947,187.632,189,94.947,1285.32,177.211,15.632,52,515.105,85.368,106.947,515.105,976
179,72.1858,27.7099,25.3784,5.52237,3.87062,4.48026,2.20417,1.00377,0.00461874,987.5,120,12.1519,40.1843,102.2582,1.21,0.0708,223.5139,1372.9292,47.0504,99.2446,16,1.6203,1.0667,94.4122,68.4813,332.297,9.596827235,0,0,0.11481145,0.201423596,33.67903238,6.245138596,1121.990157,761.2296054,360.7605517,0.80176363,988.26,1973,1907,1017,925,957,974,63,147,138,13.3,199.7,193,8.8,10.6,52.6,44.7,51.5,48.5,1.3,1.8,10.6,12.4,82.615,143.308,44.308,3679.92,241.769,57.308,184.462,96.923,188.923,190.538,96.923,1240.62,170.154,15,51.615,494.231,83.231,102.692,494.231,167
272,170.526,37.9233,48.2247,9.44535,6.48979,3.82709,2.10131,1.01152,0.0165428,3096.47,679,21.9282,20.2266,138.758,1.1861,0.0514,288.8967,667.4337,65.8452,98.3765,28,0.9043,1.037,92.7776,106.4635,569.9657,5.809465562,0,0.400697083,0.637005619,0.674570971,52.63772644,8.056965227,929.2511883,375.7155078,553.5356805,0.864813692,3104.19,4350,4972,1688,2276,1767,2386,328,534,465,19.5,134.4,153.6,11.8,14.7,51,48.4,38.8,45.8,0.6,0.9,16.9,18.6,83.558,154.116,41.954,3903.02,264.023,66.395,197.628,112.023,202,204.721,104.512,854.14,124.558,7.116,56.861,353.953,48.767,52.861,349.558,129
687,566.916,59.639,33.5359,14.0899,6.18112,3.27536,1.95582,1.01679,0.0125785,792.19,219,27.6449,28.8151,138.2497,1.1516,0.0488,298.3628,699.8679,67.5027,97.7241,26,3.282,1.04,92.5409,114.4027,391.6308,0,1.391599772,3.358209577,14.42809637,2.362951512,54.46993286,0.698316341,781.9773438,581.1246149,200.8527289,0.511047022,792.56,214,226,99,37,101,31,5,68,59,5.3,26.9,28.4,26.2,34.1,71.2,93.2,46.3,16.4,0.5,1.3,29.4,42.9,95.833,133.667,37.333,5485.67,280.917,27.583,253.333,65.917,205.583,205.917,65.917,1120.83,169.417,10.917,55.25,456,72.25,72.583,456,2119
750,402.934,182.728,45.4041,11.7386,8.43745,3.68673,2.0288,1.01559,0.0179756,3186.65,434,13.6193,6.0986,117.2517,1.1516,0.0509,247.8214,979.7606,62.4747,98.0729,34,1.067,1.0303,93.8045,278.9345,841.8287,1.800347064,0.947765316,5.376619094,16.05878271,0.070448363,10.1010429,2.463814096,765.8228891,362.6971266,403.1257625,0.618680716,3187.59,2392,2531,962,1007,1020,1194,229,256,284,27.1,75,79.4,11.2,17,47.9,49.6,40.2,39.8,0.5,0.9,12.4,19.6,106.66,139.84,38.86,5710.96,296.42,25.14,271.28,70.58,214.7,214.7,68.46,822.24,117.68,10.14,51.5,325.36,58.62,58.62,325.14,2619
79,29.2278,20.9956,11.2944,2.97817,1.91571,4.99587,2.11659,1.00157,0.00148859,2790.52,112,4.0136,19.0907,56.0827,1.1532,0.0561,124.7366,1305.9181,61.7669,99.1919,18,0.645,1.0588,96.8816,225.6349,696.2673,0,0,0.351793475,0.239827078,0,0.998161003,10.77243894,734.1509764,377.3281232,356.8228532,0.514387768,2820.73,11082,13289,4335,5977,4682,6453,1555,994,1070,32.4,398.8,478.2,13,13.6,54.3,46.3,39.1,45,1.9,2.9,17.1,16.6,91.029,171.629,42,4241.63,289.086,75.743,213.343,129.514,225,229.114,120.743,504.343,84.857,1,69.6,243.229,14.457,18.029,226.6,0
32,5.39916,7.36439,9.4753,1.1056,1.53557,5.84005,1.95004,1.00089,0.00160011,2477.34,110,4.4402,20.0041,74.2651,1.2052,0.071,160.858,1271.1238,47.5525,99.4004,12,0.4844,1.0909,95.9785,47.3146,473.1107,6.609215157,0,0.199111438,1.062998162,0,5.409327882,6.785043403,1097.532767,746.8339421,350.6988248,0.731411333,2479.29,2867,2707,1030,1126,1095,1209,141,226,221,16.4,115.7,109.2,17.2,19.1,60.6,55.7,35.9,41.6,1.6,1.2,21.8,21.4,79.206,148.176,45.088,3410.97,234.265,60.765,173.5,110.176,188.088,189.765,101.735,1051.94,144.176,12,52,424.235,69.794,84.441,409.794,0
508,254.617,96.034,36.3542,16.0906,5.86385,3.13967,1.78139,1.01947,0.0105016,679.89,103,15.1495,7.6233,135.6543,1.1485,0.0536,291.8707,1008.4823,71.3863,97.4903,21,3.0887,1.05,92.7032,236.9255,438.9371,8.870432912,0.486131351,3.407312213,11.90582536,2.131949541,24.34610235,4.16433001,846.4763981,123.8769904,722.5994076,0.655667384,680.41,1240,1387,510,611,528,660,71,156,110,16.9,182.4,204,10,10.8,48.3,43.1,41.1,44.1,0.6,1.9,13.9,13.4,100.636,143.364,42.364,4715.55,274.545,39.546,235,90.455,203.182,204.182,83.273,1158.91,162.727,13,52.273,462.727,77.091,89.273,456.727,1873
675,588.539,29.7076,15.1348,6.42929,2.89975,4.25595,2.12874,1.00363,0.00246161,808.08,121,14.9738,8.7058,116.0034,1.1319,0.0459,254.6283,888.7349,79.0262,97.5858,18,2.2275,1.0588,93.6343,318.6381,440.6864,0,1.560014267,4.597352173,5.98458005,0,14.9855168,1.584698038,520.2106946,191.8601714,328.3505232,0.380682728,808.5,550,495,205,200,182,287,12,94,89,12.1,68,61.2,22.4,27.1,63.7,61.8,37.3,40.4,0.9,0.6,31.1,40.2,95.692,132.462,36.077,5755.23,284.462,24.231,260.231,61.539,208.308,208.538,61.539,970.923,143.692,10,54,389.231,65,65.231,389.231,72
228,169.4,16.0415,24.7904,7.41346,5.83679,4.73863,2.35849,1.00654,0.00845165,87.76,20,22.7894,59.526,108.7056,1.147,0.0469,273.9289,1174.0792,58.9244,98.4345,9,10.2552,1.125,93.1518,67.8879,265.5871,0,0,3.209145981,3.039049904,0,7.223413391,17.30444087,1413.400791,288.2184174,1125.182373,1.081963151,87.81,694,731,324,333,338,352,50,52,49,24.4,788.6,830.7,5.5,10.4,49.6,45,46.7,45.6,2.3,2.7,13.3,15.7,91,142.5,43,4211,258,48.5,209.5,96.5,195.5,196.5,89.5,1235.5,167,15.5,51,490.5,85.5,103.5,485.5,0
744,344.092,164.91,50.4114,20.395,9.10957,3.27431,2.43204,1.03627,0.0268737,1717.58,261,15.1958,13.3141,123.086,1.1632,0.0595,261.8219,1008.8227,64.6513,98.1014,24,1.3973,1.0435,93.4545,204.5468,523.4485,6.043493636,2.59793169,12.03600199,0.454232481,0.323293016,45.83692412,3.63038358,413.8833098,389.2667932,24.61651656,0.254793193,1718.91,1299,1055,587,333,602,348,65,194,129,15.7,75.6,61.4,20,23.1,69.4,58.4,45.2,31.6,0.8,4,26.4,29.5,93.769,140.038,42.154,4363.62,261.077,41.346,219.731,91.846,194.5,196.346,84.039,1183.62,168,13.462,52.769,476.731,79.423,88.308,468.962,6
366,212.264,32.4924,30.5297,3.19742,3.01865,5.00826,2.03521,1.0016,0.00358288,9090.61,384,4.2241,34.7372,57.0446,1.159,0.0524,121.6222,957.7417,66.9712,99.3422,33,0.363,1.0313,96.9594,344.6058,1091.8644,0.598006188,25.75686061,0,0.090447647,0.020087791,0.071621916,1.029104915,455.6810753,184.9118235,270.7692517,0.328027956,9471.42,2698,2828,982,1171,1245,1231,244,506,438,24.5,28.6,29.9,18,21.8,57.4,61.8,36.4,41.4,2.9,2.1,24.6,26.8,104.157,163.05,41.271,4979.29,311.757,63.086,248.671,111.2,227.936,230.657,103.679,593.65,83.564,3.007,58.521,246.164,29.9,29.9,246.036,0
445,232.667,74.6933,55.4848,16.305,10.3014,3.4952,2.68373,1.02924,0.0262286,2189.04,448,20.4656,17.742,121.2312,1.1782,0.049,259.3648,831.7315,66.1139,98.4856,27,1.2334,1.0385,93.5159,128.2821,587.5431,29.83246411,0,5.772382922,0.610059685,0.098191425,32.13359833,2.576161129,791.128523,556.9663347,234.1621883,0.524160747,2190.6,796,714,237,204,247,276,36,132,102,12.5,37.2,33.4,24.2,28.2,71.2,72,29.8,28.6,0.8,0.6,31.3,32.8,95.147,156.882,40.265,4675.47,292.176,59.147,233.029,99.029,216.147,219,99.029,890.382,128.824,7.824,55.706,364.441,54.294,55.794,364.441,12985
235,94.9996,31.1756,28.6275,6.89541,5.27414,4.16071,1.98901,1.00733,0.0105833,2859.42,164,5.7354,10.9218,68.6923,1.1391,0.0618,149.352,1351.9745,71.457,98.8101,25,0.8743,1.0417,96.2662,412.232,675.4368,0,0.543749515,3.946625244,4.749535322,0,9.650944308,0.111815243,1252.357838,874.0260119,378.3318257,1.069571311,2867.05,1242,1287,491,514,515,531,119,234,181,26.3,43.3,44.9,22.5,23.2,60.5,57.1,39.5,39.9,1.4,1,24.6,25.9,91.7,169.75,41.275,4409.17,291.225,72.025,219.2,125.325,225.2,229.3,116.7,514.05,83.05,1,67.5,241.875,15.575,19.825,225.65,0
92,45.1496,22.0787,19.9225,4.63773,3.80387,4.67155,2.07972,1.00337,0.00467652,651.24,169,25.9505,12.9937,167.2348,1.1678,0.0583,356.7656,854.3684,68.5874,97.4962,22,3.3782,1.0476,91.0809,139.8305,362.05,5.800563425,0,4.520375869,2.355667317,2.296088182,22.66604149,18.94463709,1630.866219,1364.176168,266.6900515,1.305435578,651.7,1715,2040,771,1030,776,1077,142,138,140,22.2,263,312.9,9.9,12.7,50.3,42,45,50.5,0.8,1.1,12.7,15.4,90.818,154.091,44.091,3916.36,262.455,58.546,203.909,109.818,201.455,203.091,101.636,996.545,138.455,11,52.273,399.455,66.455,75.636,392.818,0
